TITLE = "IJ-Ordered Data with Cell-Centered Variables"
VARIABLES = "X", "Y", "Temperature" 
ZONE I=15, J=15, DATAPACKING=BLOCK, VARLOCATION=(3=CELLCENTERED)
0.000000 0.071429 0.142857 0.214286 0.285714 0.357143 0.428571 0.500000 0.571429 0.642857 0.714286 0.785714 0.857143 0.928571 1.000000 
0.000000 0.071429 0.142857 0.214286 0.285714 0.357143 0.428571 0.500000 0.571429 0.642857 0.714286 0.785714 0.857143 0.928571 1.000000 
0.000000 0.071429 0.142857 0.214286 0.285714 0.357143 0.428571 0.500000 0.571429 0.642857 0.714286 0.785714 0.857143 0.928571 1.000000 
0.000000 0.071429 0.142857 0.214286 0.285714 0.357143 0.428571 0.500000 0.571429 0.642857 0.714286 0.785714 0.857143 0.928571 1.000000 
0.000000 0.071429 0.142857 0.214286 0.285714 0.357143 0.428571 0.500000 0.571429 0.642857 0.714286 0.785714 0.857143 0.928571 1.000000 
0.000000 0.071429 0.142857 0.214286 0.285714 0.357143 0.428571 0.500000 0.571429 0.642857 0.714286 0.785714 0.857143 0.928571 1.000000 
0.000000 0.071429 0.142857 0.214286 0.285714 0.357143 0.428571 0.500000 0.571429 0.642857 0.714286 0.785714 0.857143 0.928571 1.000000 
0.000000 0.071429 0.142857 0.214286 0.285714 0.357143 0.428571 0.500000 0.571429 0.642857 0.714286 0.785714 0.857143 0.928571 1.000000 
0.000000 0.071429 0.142857 0.214286 0.285714 0.357143 0.428571 0.500000 0.571429 0.642857 0.714286 0.785714 0.857143 0.928571 1.000000 
0.000000 0.071429 0.142857 0.214286 0.285714 0.357143 0.428571 0.500000 0.571429 0.642857 0.714286 0.785714 0.857143 0.928571 1.000000 
0.000000 0.071429 0.142857 0.214286 0.285714 0.357143 0.428571 0.500000 0.571429 0.642857 0.714286 0.785714 0.857143 0.928571 1.000000 
0.000000 0.071429 0.142857 0.214286 0.285714 0.357143 0.428571 0.500000 0.571429 0.642857 0.714286 0.785714 0.857143 0.928571 1.000000 
0.000000 0.071429 0.142857 0.214286 0.285714 0.357143 0.428571 0.500000 0.571429 0.642857 0.714286 0.785714 0.857143 0.928571 1.000000 
0.000000 0.071429 0.142857 0.214286 0.285714 0.357143 0.428571 0.500000 0.571429 0.642857 0.714286 0.785714 0.857143 0.928571 1.000000 
0.000000 0.071429 0.142857 0.214286 0.285714 0.357143 0.428571 0.500000 0.571429 0.642857 0.714286 0.785714 0.857143 0.928571 1.000000 
0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
0.071429 0.071429 0.071429 0.071429 0.071429 0.071429 0.071429 0.071429 0.071429 0.071429 0.071429 0.071429 0.071429 0.071429 0.071429 
0.142857 0.142857 0.142857 0.142857 0.142857 0.142857 0.142857 0.142857 0.142857 0.142857 0.142857 0.142857 0.142857 0.142857 0.142857 
0.214286 0.214286 0.214286 0.214286 0.214286 0.214286 0.214286 0.214286 0.214286 0.214286 0.214286 0.214286 0.214286 0.214286 0.214286 
0.285714 0.285714 0.285714 0.285714 0.285714 0.285714 0.285714 0.285714 0.285714 0.285714 0.285714 0.285714 0.285714 0.285714 0.285714 
0.357143 0.357143 0.357143 0.357143 0.357143 0.357143 0.357143 0.357143 0.357143 0.357143 0.357143 0.357143 0.357143 0.357143 0.357143 
0.428571 0.428571 0.428571 0.428571 0.428571 0.428571 0.428571 0.428571 0.428571 0.428571 0.428571 0.428571 0.428571 0.428571 0.428571 
0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 
0.571429 0.571429 0.571429 0.571429 0.571429 0.571429 0.571429 0.571429 0.571429 0.571429 0.571429 0.571429 0.571429 0.571429 0.571429 
0.642857 0.642857 0.642857 0.642857 0.642857 0.642857 0.642857 0.642857 0.642857 0.642857 0.642857 0.642857 0.642857 0.642857 0.642857 
0.714286 0.714286 0.714286 0.714286 0.714286 0.714286 0.714286 0.714286 0.714286 0.714286 0.714286 0.714286 0.714286 0.714286 0.714286 
0.785714 0.785714 0.785714 0.785714 0.785714 0.785714 0.785714 0.785714 0.785714 0.785714 0.785714 0.785714 0.785714 0.785714 0.785714 
0.857143 0.857143 0.857143 0.857143 0.857143 0.857143 0.857143 0.857143 0.857143 0.857143 0.857143 0.857143 0.857143 0.857143 0.857143 
0.928571 0.928571 0.928571 0.928571 0.928571 0.928571 0.928571 0.928571 0.928571 0.928571 0.928571 0.928571 0.928571 0.928571 0.928571 
1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 
0.891672 0.789249 0.708159 0.641275 0.584992 0.537206 0.496549 0.462071 0.433086 0.409102 0.389786 0.374940 0.364489 0.358424 
0.848715 0.762459 0.688372 0.625097 0.570998 0.524716 0.485199 0.451635 0.423410 0.400069 0.381300 0.366931 0.356948 0.351559 
0.791390 0.718151 0.652528 0.594907 0.544822 0.501568 0.464442 0.432828 0.406216 0.384214 0.366546 0.353059 0.343741 0.338758 
0.728489 0.664479 0.606394 0.554726 0.509375 0.469957 0.435995 0.407019 0.382614 0.362444 0.346262 0.333922 0.325389 0.320746 
0.662796 0.605540 0.553792 0.507728 0.467222 0.431961 0.401558 0.375617 0.353781 0.335749 0.321294 0.310261 0.302580 0.298256 
0.595389 0.543462 0.497136 0.456226 0.420433 0.389384 0.362686 0.339961 0.320873 0.305137 0.292528 0.282878 0.276074 0.272050 
0.526778 0.479446 0.437986 0.401882 0.370624 0.343723 0.320734 0.301263 0.284972 0.271575 0.260842 0.252584 0.246648 0.242902 
0.457255 0.414249 0.377414 0.345926 0.319063 0.296212 0.276864 0.260594 0.247056 0.235960 0.227066 0.220163 0.215062 0.211570 
0.387020 0.348426 0.316232 0.289320 0.266776 0.247877 0.232060 0.218882 0.207992 0.199100 0.191961 0.186347 0.182032 0.178775 
0.316248 0.282450 0.255132 0.232883 0.214632 0.199587 0.187164 0.176925 0.168532 0.161707 0.156208 0.151797 0.148220 0.145188 
0.245125 0.216814 0.194790 0.177375 0.163410 0.152104 0.142902 0.135407 0.129318 0.124388 0.120393 0.117096 0.114220 0.111424 
0.173904 0.152129 0.135957 0.123559 0.113837 0.106102 0.099895 0.094901 0.090884 0.087646 0.085001 0.082732 0.080552 0.078054 
0.103010 0.089302 0.079556 0.072248 0.066609 0.062182 0.058673 0.055881 0.053656 0.051872 0.050402 0.049080 0.047650 0.045645 
0.033291 0.029881 0.026762 0.024294 0.022370 0.020860 0.019666 0.018715 0.017956 0.017344 0.016830 0.016351 0.015790 0.014878 
