TITLE = "IJ-Ordered Data with Cell-Centered Variables"
VARIABLES = "X", "Y", "Temperature" 
ZONE I=11, J=11, DATAPACKING=BLOCK, VARLOCATION=(3=CELLCENTERED)
0.000000 0.100000 0.200000 0.300000 0.400000 0.500000 0.600000 0.700000 0.800000 0.900000 1.000000 
0.000000 0.100000 0.200000 0.300000 0.400000 0.500000 0.600000 0.700000 0.800000 0.900000 1.000000 
0.000000 0.100000 0.200000 0.300000 0.400000 0.500000 0.600000 0.700000 0.800000 0.900000 1.000000 
0.000000 0.100000 0.200000 0.300000 0.400000 0.500000 0.600000 0.700000 0.800000 0.900000 1.000000 
0.000000 0.100000 0.200000 0.300000 0.400000 0.500000 0.600000 0.700000 0.800000 0.900000 1.000000 
0.000000 0.100000 0.200000 0.300000 0.400000 0.500000 0.600000 0.700000 0.800000 0.900000 1.000000 
0.000000 0.100000 0.200000 0.300000 0.400000 0.500000 0.600000 0.700000 0.800000 0.900000 1.000000 
0.000000 0.100000 0.200000 0.300000 0.400000 0.500000 0.600000 0.700000 0.800000 0.900000 1.000000 
0.000000 0.100000 0.200000 0.300000 0.400000 0.500000 0.600000 0.700000 0.800000 0.900000 1.000000 
0.000000 0.100000 0.200000 0.300000 0.400000 0.500000 0.600000 0.700000 0.800000 0.900000 1.000000 
0.000000 0.100000 0.200000 0.300000 0.400000 0.500000 0.600000 0.700000 0.800000 0.900000 1.000000 
0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
0.100000 0.100000 0.100000 0.100000 0.100000 0.100000 0.100000 0.100000 0.100000 0.100000 0.100000 
0.200000 0.200000 0.200000 0.200000 0.200000 0.200000 0.200000 0.200000 0.200000 0.200000 0.200000 
0.300000 0.300000 0.300000 0.300000 0.300000 0.300000 0.300000 0.300000 0.300000 0.300000 0.300000 
0.400000 0.400000 0.400000 0.400000 0.400000 0.400000 0.400000 0.400000 0.400000 0.400000 0.400000 
0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 
0.600000 0.600000 0.600000 0.600000 0.600000 0.600000 0.600000 0.600000 0.600000 0.600000 0.600000 
0.700000 0.700000 0.700000 0.700000 0.700000 0.700000 0.700000 0.700000 0.700000 0.700000 0.700000 
0.800000 0.800000 0.800000 0.800000 0.800000 0.800000 0.800000 0.800000 0.800000 0.800000 0.800000 
0.900000 0.900000 0.900000 0.900000 0.900000 0.900000 0.900000 0.900000 0.900000 0.900000 0.900000 
1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 
0.858689 0.735460 0.641217 0.566756 0.507268 0.459875 0.422731 0.394666 0.375019 0.363511 
0.798981 0.695819 0.610616 0.541160 0.484969 0.440011 0.404777 0.378256 0.359939 0.349953 
0.718336 0.631600 0.557717 0.496321 0.446155 0.405854 0.374257 0.350520 0.334186 0.325254 
0.629318 0.554606 0.491223 0.438552 0.395520 0.360988 0.333957 0.313664 0.299618 0.291607 
0.535926 0.470815 0.416922 0.372840 0.337206 0.308825 0.286712 0.270102 0.258423 0.251253 
0.439774 0.383490 0.338627 0.302919 0.274607 0.252353 0.235143 0.222179 0.212803 0.206402 
0.341760 0.294762 0.259073 0.231654 0.210456 0.194081 0.181529 0.172011 0.164804 0.159133 
0.242638 0.206448 0.180531 0.161384 0.146980 0.136062 0.127768 0.121395 0.116222 0.111330 
0.143400 0.120639 0.105218 0.094155 0.086005 0.079925 0.075339 0.071745 0.068532 0.064701 
0.045861 0.040440 0.035538 0.031788 0.028986 0.026885 0.025285 0.023992 0.022737 0.020949 
