TITLE = "IJ-Ordered Data with Cell-Centered Variables"
VARIABLES = "X", "Y", "Temperature" 
ZONE I=18, J=18, DATAPACKING=BLOCK, VARLOCATION=(3=CELLCENTERED)
0.000000 0.058824 0.117647 0.176471 0.235294 0.294118 0.352941 0.411765 0.470588 0.529412 0.588235 0.647059 0.705882 0.764706 0.823529 0.882353 0.941176 1.000000 
0.000000 0.058824 0.117647 0.176471 0.235294 0.294118 0.352941 0.411765 0.470588 0.529412 0.588235 0.647059 0.705882 0.764706 0.823529 0.882353 0.941176 1.000000 
0.000000 0.058824 0.117647 0.176471 0.235294 0.294118 0.352941 0.411765 0.470588 0.529412 0.588235 0.647059 0.705882 0.764706 0.823529 0.882353 0.941176 1.000000 
0.000000 0.058824 0.117647 0.176471 0.235294 0.294118 0.352941 0.411765 0.470588 0.529412 0.588235 0.647059 0.705882 0.764706 0.823529 0.882353 0.941176 1.000000 
0.000000 0.058824 0.117647 0.176471 0.235294 0.294118 0.352941 0.411765 0.470588 0.529412 0.588235 0.647059 0.705882 0.764706 0.823529 0.882353 0.941176 1.000000 
0.000000 0.058824 0.117647 0.176471 0.235294 0.294118 0.352941 0.411765 0.470588 0.529412 0.588235 0.647059 0.705882 0.764706 0.823529 0.882353 0.941176 1.000000 
0.000000 0.058824 0.117647 0.176471 0.235294 0.294118 0.352941 0.411765 0.470588 0.529412 0.588235 0.647059 0.705882 0.764706 0.823529 0.882353 0.941176 1.000000 
0.000000 0.058824 0.117647 0.176471 0.235294 0.294118 0.352941 0.411765 0.470588 0.529412 0.588235 0.647059 0.705882 0.764706 0.823529 0.882353 0.941176 1.000000 
0.000000 0.058824 0.117647 0.176471 0.235294 0.294118 0.352941 0.411765 0.470588 0.529412 0.588235 0.647059 0.705882 0.764706 0.823529 0.882353 0.941176 1.000000 
0.000000 0.058824 0.117647 0.176471 0.235294 0.294118 0.352941 0.411765 0.470588 0.529412 0.588235 0.647059 0.705882 0.764706 0.823529 0.882353 0.941176 1.000000 
0.000000 0.058824 0.117647 0.176471 0.235294 0.294118 0.352941 0.411765 0.470588 0.529412 0.588235 0.647059 0.705882 0.764706 0.823529 0.882353 0.941176 1.000000 
0.000000 0.058824 0.117647 0.176471 0.235294 0.294118 0.352941 0.411765 0.470588 0.529412 0.588235 0.647059 0.705882 0.764706 0.823529 0.882353 0.941176 1.000000 
0.000000 0.058824 0.117647 0.176471 0.235294 0.294118 0.352941 0.411765 0.470588 0.529412 0.588235 0.647059 0.705882 0.764706 0.823529 0.882353 0.941176 1.000000 
0.000000 0.058824 0.117647 0.176471 0.235294 0.294118 0.352941 0.411765 0.470588 0.529412 0.588235 0.647059 0.705882 0.764706 0.823529 0.882353 0.941176 1.000000 
0.000000 0.058824 0.117647 0.176471 0.235294 0.294118 0.352941 0.411765 0.470588 0.529412 0.588235 0.647059 0.705882 0.764706 0.823529 0.882353 0.941176 1.000000 
0.000000 0.058824 0.117647 0.176471 0.235294 0.294118 0.352941 0.411765 0.470588 0.529412 0.588235 0.647059 0.705882 0.764706 0.823529 0.882353 0.941176 1.000000 
0.000000 0.058824 0.117647 0.176471 0.235294 0.294118 0.352941 0.411765 0.470588 0.529412 0.588235 0.647059 0.705882 0.764706 0.823529 0.882353 0.941176 1.000000 
0.000000 0.058824 0.117647 0.176471 0.235294 0.294118 0.352941 0.411765 0.470588 0.529412 0.588235 0.647059 0.705882 0.764706 0.823529 0.882353 0.941176 1.000000 
0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
0.058824 0.058824 0.058824 0.058824 0.058824 0.058824 0.058824 0.058824 0.058824 0.058824 0.058824 0.058824 0.058824 0.058824 0.058824 0.058824 0.058824 0.058824 
0.117647 0.117647 0.117647 0.117647 0.117647 0.117647 0.117647 0.117647 0.117647 0.117647 0.117647 0.117647 0.117647 0.117647 0.117647 0.117647 0.117647 0.117647 
0.176471 0.176471 0.176471 0.176471 0.176471 0.176471 0.176471 0.176471 0.176471 0.176471 0.176471 0.176471 0.176471 0.176471 0.176471 0.176471 0.176471 0.176471 
0.235294 0.235294 0.235294 0.235294 0.235294 0.235294 0.235294 0.235294 0.235294 0.235294 0.235294 0.235294 0.235294 0.235294 0.235294 0.235294 0.235294 0.235294 
0.294118 0.294118 0.294118 0.294118 0.294118 0.294118 0.294118 0.294118 0.294118 0.294118 0.294118 0.294118 0.294118 0.294118 0.294118 0.294118 0.294118 0.294118 
0.352941 0.352941 0.352941 0.352941 0.352941 0.352941 0.352941 0.352941 0.352941 0.352941 0.352941 0.352941 0.352941 0.352941 0.352941 0.352941 0.352941 0.352941 
0.411765 0.411765 0.411765 0.411765 0.411765 0.411765 0.411765 0.411765 0.411765 0.411765 0.411765 0.411765 0.411765 0.411765 0.411765 0.411765 0.411765 0.411765 
0.470588 0.470588 0.470588 0.470588 0.470588 0.470588 0.470588 0.470588 0.470588 0.470588 0.470588 0.470588 0.470588 0.470588 0.470588 0.470588 0.470588 0.470588 
0.529412 0.529412 0.529412 0.529412 0.529412 0.529412 0.529412 0.529412 0.529412 0.529412 0.529412 0.529412 0.529412 0.529412 0.529412 0.529412 0.529412 0.529412 
0.588235 0.588235 0.588235 0.588235 0.588235 0.588235 0.588235 0.588235 0.588235 0.588235 0.588235 0.588235 0.588235 0.588235 0.588235 0.588235 0.588235 0.588235 
0.647059 0.647059 0.647059 0.647059 0.647059 0.647059 0.647059 0.647059 0.647059 0.647059 0.647059 0.647059 0.647059 0.647059 0.647059 0.647059 0.647059 0.647059 
0.705882 0.705882 0.705882 0.705882 0.705882 0.705882 0.705882 0.705882 0.705882 0.705882 0.705882 0.705882 0.705882 0.705882 0.705882 0.705882 0.705882 0.705882 
0.764706 0.764706 0.764706 0.764706 0.764706 0.764706 0.764706 0.764706 0.764706 0.764706 0.764706 0.764706 0.764706 0.764706 0.764706 0.764706 0.764706 0.764706 
0.823529 0.823529 0.823529 0.823529 0.823529 0.823529 0.823529 0.823529 0.823529 0.823529 0.823529 0.823529 0.823529 0.823529 0.823529 0.823529 0.823529 0.823529 
0.882353 0.882353 0.882353 0.882353 0.882353 0.882353 0.882353 0.882353 0.882353 0.882353 0.882353 0.882353 0.882353 0.882353 0.882353 0.882353 0.882353 0.882353 
0.941176 0.941176 0.941176 0.941176 0.941176 0.941176 0.941176 0.941176 0.941176 0.941176 0.941176 0.941176 0.941176 0.941176 0.941176 0.941176 0.941176 0.941176 
1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 
0.907299 0.816185 0.742944 0.681464 0.628677 0.582816 0.542745 0.507672 0.477016 0.450339 0.427305 0.407663 0.391232 0.377900 0.367615 0.360377 0.356202 
0.871737 0.794618 0.727398 0.668966 0.617970 0.573298 0.534096 0.499705 0.469610 0.443408 0.420784 0.401498 0.385379 0.372320 0.362282 0.355309 0.351566 
0.824540 0.758730 0.698730 0.645005 0.597258 0.554976 0.517628 0.484736 0.455889 0.430746 0.409027 0.390517 0.375058 0.362553 0.352970 0.346354 0.342849 
0.772880 0.715108 0.661503 0.612692 0.568757 0.529503 0.494627 0.463798 0.436700 0.413054 0.392620 0.375209 0.360679 0.348939 0.339955 0.333756 0.330443 
0.719025 0.667075 0.618762 0.574511 0.534438 0.498458 0.466375 0.437947 0.412927 0.391079 0.372201 0.356121 0.342711 0.331884 0.323598 0.317859 0.314725 
0.663854 0.616351 0.572430 0.532269 0.495893 0.463207 0.434041 0.408188 0.385432 0.365570 0.348418 0.333822 0.321657 0.311838 0.304310 0.299057 0.296095 
0.607774 0.563892 0.523730 0.487253 0.454357 0.424886 0.398645 0.375426 0.355023 0.337241 0.321908 0.308877 0.298027 0.289265 0.282525 0.277767 0.274969 
0.551009 0.510274 0.473471 0.440382 0.410776 0.384413 0.361052 0.340461 0.322427 0.306753 0.293271 0.281834 0.272320 0.264629 0.258682 0.254413 0.251768 
0.493701 0.455881 0.422221 0.392341 0.365889 0.342537 0.321990 0.303985 0.288291 0.274707 0.263061 0.253205 0.245014 0.238380 0.233209 0.229415 0.226911 
0.435946 0.400993 0.370408 0.343664 0.320291 0.299878 0.282079 0.266597 0.253187 0.241640 0.231782 0.223464 0.216556 0.210943 0.206518 0.203174 0.200800 
0.377827 0.345838 0.318386 0.294794 0.274480 0.256963 0.241848 0.228818 0.217616 0.208030 0.199887 0.193039 0.187354 0.182711 0.178992 0.176073 0.173817 
0.319417 0.290630 0.266479 0.246131 0.228903 0.214255 0.201765 0.191105 0.182018 0.174297 0.167776 0.162311 0.157774 0.154041 0.150984 0.148462 0.146319 
