TITLE = "IJ-Ordered Data with Cell-Centered Variables"
VARIABLES = "X", "Y", "Temperature" 
ZONE I=19, J=19, DATAPACKING=BLOCK, VARLOCATION=(3=CELLCENTERED)
0.000000 0.055556 0.111111 0.166667 0.222222 0.277778 0.333333 0.388889 0.444444 0.500000 0.555556 0.611111 0.666667 0.722222 0.777778 0.833333 0.888889 0.944444 1.000000 
0.000000 0.055556 0.111111 0.166667 0.222222 0.277778 0.333333 0.388889 0.444444 0.500000 0.555556 0.611111 0.666667 0.722222 0.777778 0.833333 0.888889 0.944444 1.000000 
0.000000 0.055556 0.111111 0.166667 0.222222 0.277778 0.333333 0.388889 0.444444 0.500000 0.555556 0.611111 0.666667 0.722222 0.777778 0.833333 0.888889 0.944444 1.000000 
0.000000 0.055556 0.111111 0.166667 0.222222 0.277778 0.333333 0.388889 0.444444 0.500000 0.555556 0.611111 0.666667 0.722222 0.777778 0.833333 0.888889 0.944444 1.000000 
0.000000 0.055556 0.111111 0.166667 0.222222 0.277778 0.333333 0.388889 0.444444 0.500000 0.555556 0.611111 0.666667 0.722222 0.777778 0.833333 0.888889 0.944444 1.000000 
0.000000 0.055556 0.111111 0.166667 0.222222 0.277778 0.333333 0.388889 0.444444 0.500000 0.555556 0.611111 0.666667 0.722222 0.777778 0.833333 0.888889 0.944444 1.000000 
0.000000 0.055556 0.111111 0.166667 0.222222 0.277778 0.333333 0.388889 0.444444 0.500000 0.555556 0.611111 0.666667 0.722222 0.777778 0.833333 0.888889 0.944444 1.000000 
0.000000 0.055556 0.111111 0.166667 0.222222 0.277778 0.333333 0.388889 0.444444 0.500000 0.555556 0.611111 0.666667 0.722222 0.777778 0.833333 0.888889 0.944444 1.000000 
0.000000 0.055556 0.111111 0.166667 0.222222 0.277778 0.333333 0.388889 0.444444 0.500000 0.555556 0.611111 0.666667 0.722222 0.777778 0.833333 0.888889 0.944444 1.000000 
0.000000 0.055556 0.111111 0.166667 0.222222 0.277778 0.333333 0.388889 0.444444 0.500000 0.555556 0.611111 0.666667 0.722222 0.777778 0.833333 0.888889 0.944444 1.000000 
0.000000 0.055556 0.111111 0.166667 0.222222 0.277778 0.333333 0.388889 0.444444 0.500000 0.555556 0.611111 0.666667 0.722222 0.777778 0.833333 0.888889 0.944444 1.000000 
0.000000 0.055556 0.111111 0.166667 0.222222 0.277778 0.333333 0.388889 0.444444 0.500000 0.555556 0.611111 0.666667 0.722222 0.777778 0.833333 0.888889 0.944444 1.000000 
