TITLE = "IJ-Ordered Data with Cell-Centered Variables"
VARIABLES = "X", "Y", "Temperature" 
ZONE I=12, J=12, DATAPACKING=BLOCK, VARLOCATION=(3=CELLCENTERED)
0.000000 0.090909 0.181818 0.272727 0.363636 0.454545 0.545455 0.636364 0.727273 0.818182 0.909091 1.000000 
0.000000 0.090909 0.181818 0.272727 0.363636 0.454545 0.545455 0.636364 0.727273 0.818182 0.909091 1.000000 
0.000000 0.090909 0.181818 0.272727 0.363636 0.454545 0.545455 0.636364 0.727273 0.818182 0.909091 1.000000 
0.000000 0.090909 0.181818 0.272727 0.363636 0.454545 0.545455 0.636364 0.727273 0.818182 0.909091 1.000000 
0.000000 0.090909 0.181818 0.272727 0.363636 0.454545 0.545455 0.636364 0.727273 0.818182 0.909091 1.000000 
0.000000 0.090909 0.181818 0.272727 0.363636 0.454545 0.545455 0.636364 0.727273 0.818182 0.909091 1.000000 
0.000000 0.090909 0.181818 0.272727 0.363636 0.454545 0.545455 0.636364 0.727273 0.818182 0.909091 1.000000 
0.000000 0.090909 0.181818 0.272727 0.363636 0.454545 0.545455 0.636364 0.727273 0.818182 0.909091 1.000000 
0.000000 0.090909 0.181818 0.272727 0.363636 0.454545 0.545455 0.636364 0.727273 0.818182 0.909091 1.000000 
0.000000 0.090909 0.181818 0.272727 0.363636 0.454545 0.545455 0.636364 0.727273 0.818182 0.909091 1.000000 
0.000000 0.090909 0.181818 0.272727 0.363636 0.454545 0.545455 0.636364 0.727273 0.818182 0.909091 1.000000 
0.000000 0.090909 0.181818 0.272727 0.363636 0.454545 0.545455 0.636364 0.727273 0.818182 0.909091 1.000000 
0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
0.090909 0.090909 0.090909 0.090909 0.090909 0.090909 0.090909 0.090909 0.090909 0.090909 0.090909 0.090909 
0.181818 0.181818 0.181818 0.181818 0.181818 0.181818 0.181818 0.181818 0.181818 0.181818 0.181818 0.181818 
0.272727 0.272727 0.272727 0.272727 0.272727 0.272727 0.272727 0.272727 0.272727 0.272727 0.272727 0.272727 
0.363636 0.363636 0.363636 0.363636 0.363636 0.363636 0.363636 0.363636 0.363636 0.363636 0.363636 0.363636 
0.454545 0.454545 0.454545 0.454545 0.454545 0.454545 0.454545 0.454545 0.454545 0.454545 0.454545 0.454545 
0.545455 0.545455 0.545455 0.545455 0.545455 0.545455 0.545455 0.545455 0.545455 0.545455 0.545455 0.545455 
0.636364 0.636364 0.636364 0.636364 0.636364 0.636364 0.636364 0.636364 0.636364 0.636364 0.636364 0.636364 
0.727273 0.727273 0.727273 0.727273 0.727273 0.727273 0.727273 0.727273 0.727273 0.727273 0.727273 0.727273 
0.818182 0.818182 0.818182 0.818182 0.818182 0.818182 0.818182 0.818182 0.818182 0.818182 0.818182 0.818182 
0.909091 0.909091 0.909091 0.909091 0.909091 0.909091 0.909091 0.909091 0.909091 0.909091 0.909091 0.909091 
1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 
0.868866 0.751616 0.660942 0.588275 0.529191 0.481056 0.442162 0.411366 0.387943 0.371501 0.361894 
0.814496 0.716216 0.633948 0.565813 0.509634 0.463609 0.426360 0.396897 0.374576 0.359116 0.350712 
0.741340 0.658442 0.586560 0.525672 0.474841 0.432945 0.398963 0.372092 0.351783 0.337779 0.330175 
0.660745 0.588923 0.526513 0.473400 0.428908 0.392184 0.362401 0.338873 0.321100 0.308792 0.301885 
0.576312 0.513008 0.458930 0.413362 0.375438 0.344283 0.319112 0.299274 0.284269 0.273746 0.267480 
0.489464 0.433544 0.387115 0.348791 0.317364 0.291821 0.271338 0.255256 0.243049 0.234292 0.228612 
0.400926 0.352269 0.313339 0.282106 0.257031 0.236964 0.221042 0.208599 0.199087 0.192011 0.186873 
0.311212 0.270490 0.239362 0.215232 0.196344 0.181509 0.169889 0.160849 0.153849 0.148351 0.143738 
0.220846 0.189480 0.166783 0.149827 0.136899 0.126942 0.119249 0.113288 0.108577 0.104571 0.100544 
0.130590 0.110853 0.097290 0.087428 0.080056 0.074471 0.070208 0.066913 0.064237 0.061709 0.058528 
0.041899 0.037137 0.032817 0.029478 0.026951 0.025032 0.023562 0.022413 0.021449 0.020460 0.018987 
