TITLE = "IJ-Ordered Data with Cell-Centered Variables"
VARIABLES = "X", "Y", "Temperature" 
ZONE I=16, J=16, DATAPACKING=BLOCK, VARLOCATION=(3=CELLCENTERED)
0.000000 0.066667 0.133333 0.200000 0.266667 0.333333 0.400000 0.466667 0.533333 0.600000 0.666667 0.733333 0.800000 0.866667 0.933333 1.000000 
0.000000 0.066667 0.133333 0.200000 0.266667 0.333333 0.400000 0.466667 0.533333 0.600000 0.666667 0.733333 0.800000 0.866667 0.933333 1.000000 
0.000000 0.066667 0.133333 0.200000 0.266667 0.333333 0.400000 0.466667 0.533333 0.600000 0.666667 0.733333 0.800000 0.866667 0.933333 1.000000 
0.000000 0.066667 0.133333 0.200000 0.266667 0.333333 0.400000 0.466667 0.533333 0.600000 0.666667 0.733333 0.800000 0.866667 0.933333 1.000000 
0.000000 0.066667 0.133333 0.200000 0.266667 0.333333 0.400000 0.466667 0.533333 0.600000 0.666667 0.733333 0.800000 0.866667 0.933333 1.000000 
0.000000 0.066667 0.133333 0.200000 0.266667 0.333333 0.400000 0.466667 0.533333 0.600000 0.666667 0.733333 0.800000 0.866667 0.933333 1.000000 
0.000000 0.066667 0.133333 0.200000 0.266667 0.333333 0.400000 0.466667 0.533333 0.600000 0.666667 0.733333 0.800000 0.866667 0.933333 1.000000 
0.000000 0.066667 0.133333 0.200000 0.266667 0.333333 0.400000 0.466667 0.533333 0.600000 0.666667 0.733333 0.800000 0.866667 0.933333 1.000000 
0.000000 0.066667 0.133333 0.200000 0.266667 0.333333 0.400000 0.466667 0.533333 0.600000 0.666667 0.733333 0.800000 0.866667 0.933333 1.000000 
0.000000 0.066667 0.133333 0.200000 0.266667 0.333333 0.400000 0.466667 0.533333 0.600000 0.666667 0.733333 0.800000 0.866667 0.933333 1.000000 
0.000000 0.066667 0.133333 0.200000 0.266667 0.333333 0.400000 0.466667 0.533333 0.600000 0.666667 0.733333 0.800000 0.866667 0.933333 1.000000 
0.000000 0.066667 0.133333 0.200000 0.266667 0.333333 0.400000 0.466667 0.533333 0.600000 0.666667 0.733333 0.800000 0.866667 0.933333 1.000000 
0.000000 0.066667 0.133333 0.200000 0.266667 0.333333 0.400000 0.466667 0.533333 0.600000 0.666667 0.733333 0.800000 0.866667 0.933333 1.000000 
0.000000 0.066667 0.133333 0.200000 0.266667 0.333333 0.400000 0.466667 0.533333 0.600000 0.666667 0.733333 0.800000 0.866667 0.933333 1.000000 
0.000000 0.066667 0.133333 0.200000 0.266667 0.333333 0.400000 0.466667 0.533333 0.600000 0.666667 0.733333 0.800000 0.866667 0.933333 1.000000 
0.000000 0.066667 0.133333 0.200000 0.266667 0.333333 0.400000 0.466667 0.533333 0.600000 0.666667 0.733333 0.800000 0.866667 0.933333 1.000000 
0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
0.066667 0.066667 0.066667 0.066667 0.066667 0.066667 0.066667 0.066667 0.066667 0.066667 0.066667 0.066667 0.066667 0.066667 0.066667 0.066667 
0.133333 0.133333 0.133333 0.133333 0.133333 0.133333 0.133333 0.133333 0.133333 0.133333 0.133333 0.133333 0.133333 0.133333 0.133333 0.133333 
0.200000 0.200000 0.200000 0.200000 0.200000 0.200000 0.200000 0.200000 0.200000 0.200000 0.200000 0.200000 0.200000 0.200000 0.200000 0.200000 
0.266667 0.266667 0.266667 0.266667 0.266667 0.266667 0.266667 0.266667 0.266667 0.266667 0.266667 0.266667 0.266667 0.266667 0.266667 0.266667 
0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 
0.400000 0.400000 0.400000 0.400000 0.400000 0.400000 0.400000 0.400000 0.400000 0.400000 0.400000 0.400000 0.400000 0.400000 0.400000 0.400000 
0.466667 0.466667 0.466667 0.466667 0.466667 0.466667 0.466667 0.466667 0.466667 0.466667 0.466667 0.466667 0.466667 0.466667 0.466667 0.466667 
