TITLE = "IJ-Ordered Data with Cell-Centered Variables"
VARIABLES = "X", "Y", "Temperature" 
ZONE I=16, J=16, DATAPACKING=BLOCK, VARLOCATION=(3=CELLCENTERED)
0.533333 0.533333 0.533333 0.533333 0.533333 0.533333 0.533333 0.533333 0.533333 0.533333 0.533333 0.533333 0.533333 0.533333 0.533333 0.533333 
0.600000 0.600000 0.600000 0.600000 0.600000 0.600000 0.600000 0.600000 0.600000 0.600000 0.600000 0.600000 0.600000 0.600000 0.600000 0.600000 
0.666667 0.666667 0.666667 0.666667 0.666667 0.666667 0.666667 0.666667 0.666667 0.666667 0.666667 0.666667 0.666667 0.666667 0.666667 0.666667 
0.733333 0.733333 0.733333 0.733333 0.733333 0.733333 0.733333 0.733333 0.733333 0.733333 0.733333 0.733333 0.733333 0.733333 0.733333 0.733333 
0.800000 0.800000 0.800000 0.800000 0.800000 0.800000 0.800000 0.800000 0.800000 0.800000 0.800000 0.800000 0.800000 0.800000 0.800000 0.800000 
0.866667 0.866667 0.866667 0.866667 0.866667 0.866667 0.866667 0.866667 0.866667 0.866667 0.866667 0.866667 0.866667 0.866667 0.866667 0.866667 
0.933333 0.933333 0.933333 0.933333 0.933333 0.933333 0.933333 0.933333 0.933333 0.933333 0.933333 0.933333 0.933333 0.933333 0.933333 0.933333 
1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 
0.897486 0.799160 0.720867 0.655856 0.600720 0.553486 0.512872 0.477987 0.448182 0.422977 0.402026 0.385100 0.372068 0.362894 0.357581 
0.857319 0.774375 0.702723 0.641107 0.588001 0.542145 0.502563 0.468500 0.439377 0.414750 0.394295 0.377795 0.365141 0.356347 0.351610 
0.803829 0.733277 0.669623 0.613297 0.563908 0.520830 0.483430 0.451144 0.423498 0.400112 0.380698 0.365060 0.353102 0.344842 0.340440 
0.745191 0.683424 0.626871 0.576095 0.531080 0.491524 0.457022 0.427158 0.401556 0.379893 0.361918 0.347455 0.336409 0.328776 0.324651 
0.683994 0.628619 0.577992 0.532408 0.491852 0.456111 0.424877 0.397816 0.374613 0.354989 0.338717 0.325634 0.315635 0.308688 0.304823 
0.621239 0.570833 0.525209 0.484352 0.448107 0.416223 0.388398 0.364325 0.343711 0.326302 0.311884 0.300294 0.291416 0.285181 0.281564 
0.557395 0.511168 0.469948 0.433438 0.401309 0.373215 0.348811 0.327777 0.309822 0.294698 0.282193 0.272140 0.264403 0.258882 0.255495 
0.492727 0.450306 0.413169 0.380769 0.352596 0.328194 0.307158 0.289135 0.273827 0.260980 0.250380 0.241851 0.235239 0.230410 0.227235 
0.427406 0.388723 0.355578 0.327188 0.302876 0.282076 0.264324 0.249238 0.236507 0.225873 0.217121 0.210064 0.204533 0.200363 0.197382 
0.361569 0.326798 0.297743 0.273388 0.252902 0.235631 0.221066 0.208809 0.198546 0.190023 0.183025 0.177362 0.172850 0.169298 0.166499 
0.295344 0.264886 0.240184 0.219986 0.203337 0.189529 0.178039 0.168476 0.160540 0.153992 0.148629 0.144262 0.140700 0.137730 0.135106 
0.228881 0.203381 0.183439 0.167584 0.154796 0.144371 0.135817 0.128780 0.122998 0.118261 0.114391 0.111211 0.108531 0.106118 0.103683 
0.162393 0.142795 0.128132 0.116812 0.107872 0.100704 0.094901 0.090184 0.086348 0.083230 0.080689 0.078577 0.076718 0.074868 0.072682 
0.096243 0.083906 0.075053 0.068360 0.063154 0.059031 0.055731 0.053077 0.050939 0.049216 0.047816 0.046639 0.045546 0.044321 0.042560 
0.031162 0.028068 0.025231 0.022972 0.021198 0.019794 0.018672 0.017771 0.017044 0.016457 0.015977 0.015565 0.015169 0.014687 0.013890 
