TITLE = "IJ-Ordered Data with Cell-Centered Variables"
VARIABLES = "X", "Y", "Temperature" 
ZONE I=13, J=13, DATAPACKING=BLOCK, VARLOCATION=(3=CELLCENTERED)
0.000000 0.083333 0.166667 0.250000 0.333333 0.416667 0.500000 0.583333 0.666667 0.750000 0.833333 0.916667 1.000000 
0.000000 0.083333 0.166667 0.250000 0.333333 0.416667 0.500000 0.583333 0.666667 0.750000 0.833333 0.916667 1.000000 
0.000000 0.083333 0.166667 0.250000 0.333333 0.416667 0.500000 0.583333 0.666667 0.750000 0.833333 0.916667 1.000000 
0.000000 0.083333 0.166667 0.250000 0.333333 0.416667 0.500000 0.583333 0.666667 0.750000 0.833333 0.916667 1.000000 
0.000000 0.083333 0.166667 0.250000 0.333333 0.416667 0.500000 0.583333 0.666667 0.750000 0.833333 0.916667 1.000000 
0.000000 0.083333 0.166667 0.250000 0.333333 0.416667 0.500000 0.583333 0.666667 0.750000 0.833333 0.916667 1.000000 
0.000000 0.083333 0.166667 0.250000 0.333333 0.416667 0.500000 0.583333 0.666667 0.750000 0.833333 0.916667 1.000000 
0.000000 0.083333 0.166667 0.250000 0.333333 0.416667 0.500000 0.583333 0.666667 0.750000 0.833333 0.916667 1.000000 
0.000000 0.083333 0.166667 0.250000 0.333333 0.416667 0.500000 0.583333 0.666667 0.750000 0.833333 0.916667 1.000000 
0.000000 0.083333 0.166667 0.250000 0.333333 0.416667 0.500000 0.583333 0.666667 0.750000 0.833333 0.916667 1.000000 
0.000000 0.083333 0.166667 0.250000 0.333333 0.416667 0.500000 0.583333 0.666667 0.750000 0.833333 0.916667 1.000000 
0.000000 0.083333 0.166667 0.250000 0.333333 0.416667 0.500000 0.583333 0.666667 0.750000 0.833333 0.916667 1.000000 
0.000000 0.083333 0.166667 0.250000 0.333333 0.416667 0.500000 0.583333 0.666667 0.750000 0.833333 0.916667 1.000000 
0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
0.083333 0.083333 0.083333 0.083333 0.083333 0.083333 0.083333 0.083333 0.083333 0.083333 0.083333 0.083333 0.083333 
0.166667 0.166667 0.166667 0.166667 0.166667 0.166667 0.166667 0.166667 0.166667 0.166667 0.166667 0.166667 0.166667 
0.250000 0.250000 0.250000 0.250000 0.250000 0.250000 0.250000 0.250000 0.250000 0.250000 0.250000 0.250000 0.250000 
0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 
0.416667 0.416667 0.416667 0.416667 0.416667 0.416667 0.416667 0.416667 0.416667 0.416667 0.416667 0.416667 0.416667 
0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 
0.583333 0.583333 0.583333 0.583333 0.583333 0.583333 0.583333 0.583333 0.583333 0.583333 0.583333 0.583333 0.583333 
0.666667 0.666667 0.666667 0.666667 0.666667 0.666667 0.666667 0.666667 0.666667 0.666667 0.666667 0.666667 0.666667 
0.750000 0.750000 0.750000 0.750000 0.750000 0.750000 0.750000 0.750000 0.750000 0.750000 0.750000 0.750000 0.750000 
0.833333 0.833333 0.833333 0.833333 0.833333 0.833333 0.833333 0.833333 0.833333 0.833333 0.833333 0.833333 0.833333 
0.916667 0.916667 0.916667 0.916667 0.916667 0.916667 0.916667 0.916667 0.916667 0.916667 0.916667 0.916667 0.916667 
1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 
0.877561 0.765732 0.678452 0.607700 0.549369 0.501032 0.461109 0.428517 0.402519 0.382653 0.368685 0.360543 
0.827632 0.733758 0.654350 0.587758 0.532033 0.485555 0.447070 0.415641 0.390607 0.371553 0.358334 0.351165 
0.760664 0.681281 0.611503 0.551517 0.500600 0.457810 0.422256 0.393192 0.370061 0.352500 0.340378 0.333835 
0.687004 0.617961 0.556867 0.503911 0.458687 0.420549 0.388813 0.362872 0.342243 0.326593 0.315757 0.309753 
0.609930 0.548647 0.495038 0.448824 0.409477 0.376370 0.348880 0.326455 0.308644 0.295116 0.285652 0.280147 
0.530723 0.475888 0.428952 0.389105 0.355547 0.327535 0.304415 0.285637 0.270751 0.259404 0.251319 0.246274 
0.450010 0.401176 0.360561 0.326849 0.298938 0.275937 0.257134 0.241961 0.229959 0.220748 0.213992 0.209370 
0.368189 0.325542 0.291305 0.263675 0.241291 0.223149 0.208501 0.196778 0.187522 0.180335 0.174833 0.170604 
0.285596 0.249870 0.222393 0.200934 0.183975 0.170488 0.159753 0.151241 0.144527 0.139216 0.134891 0.131053 
0.202624 0.175114 0.155018 0.139859 0.128176 0.119060 0.111913 0.106302 0.101874 0.098276 0.095080 0.091697 
0.119885 0.102568 0.090518 0.081655 0.074948 0.069796 0.065810 0.062711 0.060261 0.058200 0.056154 0.053464 
0.038571 0.034345 0.030500 0.027501 0.025207 0.023443 0.022078 0.021011 0.020157 0.019413 0.018612 0.017375 
