TITLE = "IJ-Ordered Data with Cell-Centered Variables"
VARIABLES = "X", "Y", "Temperature" 
ZONE I=29, J=29, DATAPACKING=BLOCK, VARLOCATION=(3=CELLCENTERED)
0.000000 0.035714 0.071429 0.107143 0.142857 0.178571 0.214286 0.250000 0.285714 0.321429 0.357143 0.392857 0.428571 0.464286 0.500000 0.535714 0.571429 0.607143 0.642857 0.678571 0.714286 0.750000 0.785714 0.821429 0.857143 0.892857 0.928571 0.964286 1.000000 
0.000000 0.035714 0.071429 0.107143 0.142857 0.178571 0.214286 0.250000 0.285714 0.321429 0.357143 0.392857 0.428571 0.464286 0.500000 0.535714 0.571429 0.607143 0.642857 0.678571 0.714286 0.750000 0.785714 0.821429 0.857143 0.892857 0.928571 0.964286 1.000000 
0.000000 0.035714 0.071429 0.107143 0.142857 0.178571 0.214286 0.250000 0.285714 0.321429 0.357143 0.392857 0.428571 0.464286 0.500000 0.535714 0.571429 0.607143 0.642857 0.678571 0.714286 0.750000 0.785714 0.821429 0.857143 0.892857 0.928571 0.964286 1.000000 
0.000000 0.035714 0.071429 0.107143 0.142857 0.178571 0.214286 0.250000 0.285714 0.321429 0.357143 0.392857 0.428571 0.464286 0.500000 0.535714 0.571429 0.607143 0.642857 0.678571 0.714286 0.750000 0.785714 0.821429 0.857143 0.892857 0.928571 0.964286 1.000000 
0.000000 0.035714 0.071429 0.107143 0.142857 0.178571 0.214286 0.250000 0.285714 0.321429 0.357143 0.392857 0.428571 0.464286 0.500000 0.535714 0.571429 0.607143 0.642857 0.678571 0.714286 0.750000 0.785714 0.821429 0.857143 0.892857 0.928571 0.964286 1.000000 
0.000000 0.035714 0.071429 0.107143 0.142857 0.178571 0.214286 0.250000 0.285714 0.321429 0.357143 0.392857 0.428571 0.464286 0.500000 0.535714 0.571429 0.607143 0.642857 0.678571 0.714286 0.750000 0.785714 0.821429 0.857143 0.892857 0.928571 0.964286 1.000000 
0.000000 0.035714 0.071429 0.107143 0.142857 0.178571 0.214286 0.250000 0.285714 0.321429 0.357143 0.392857 0.428571 0.464286 0.500000 0.535714 0.571429 0.607143 0.642857 0.678571 0.714286 0.750000 0.785714 0.821429 0.857143 0.892857 0.928571 0.964286 1.000000 
0.000000 0.035714 0.071429 0.107143 0.142857 0.178571 0.214286 0.250000 0.285714 0.321429 0.357143 0.392857 0.428571 0.464286 0.500000 0.535714 0.571429 0.607143 0.642857 0.678571 0.714286 0.750000 0.785714 0.821429 0.857143 0.892857 0.928571 0.964286 1.000000 
0.000000 0.035714 0.071429 0.107143 0.142857 0.178571 0.214286 0.250000 0.285714 0.321429 0.357143 0.392857 0.428571 0.464286 0.500000 0.535714 0.571429 0.607143 0.642857 0.678571 0.714286 0.750000 0.785714 0.821429 0.857143 0.892857 0.928571 0.964286 1.000000 
0.000000 0.035714 0.071429 0.107143 0.142857 0.178571 0.214286 0.250000 0.285714 0.321429 0.357143 0.392857 0.428571 0.464286 0.500000 0.535714 0.571429 0.607143 0.642857 0.678571 0.714286 0.750000 0.785714 0.821429 0.857143 0.892857 0.928571 0.964286 1.000000 
0.000000 0.035714 0.071429 0.107143 0.142857 0.178571 0.214286 0.250000 0.285714 0.321429 0.357143 0.392857 0.428571 0.464286 0.500000 0.535714 0.571429 0.607143 0.642857 0.678571 0.714286 0.750000 0.785714 0.821429 0.857143 0.892857 0.928571 0.964286 1.000000 
0.000000 0.035714 0.071429 0.107143 0.142857 0.178571 0.214286 0.250000 0.285714 0.321429 0.357143 0.392857 0.428571 0.464286 0.500000 0.535714 0.571429 0.607143 0.642857 0.678571 0.714286 0.750000 0.785714 0.821429 0.857143 0.892857 0.928571 0.964286 1.000000 
0.000000 0.035714 0.071429 0.107143 0.142857 0.178571 0.214286 0.250000 0.285714 0.321429 0.357143 0.392857 0.428571 0.464286 0.500000 0.535714 0.571429 0.607143 0.642857 0.678571 0.714286 0.750000 0.785714 0.821429 0.857143 0.892857 0.928571 0.964286 1.000000 
0.000000 0.035714 0.071429 0.107143 0.142857 0.178571 0.214286 0.250000 0.285714 0.321429 0.357143 0.392857 0.428571 0.464286 0.500000 0.535714 0.571429 0.607143 0.642857 0.678571 0.714286 0.750000 0.785714 0.821429 0.857143 0.892857 0.928571 0.964286 1.000000 
